Tiempo,VoltajeCH1,ResolucionVCH1
-8.2e-07,0.004,0.004
-8.179999999999999e-07,0.008,0.004
-8.16e-07,0.004,0.004
-8.14e-07,0.008,0.004
-8.12e-07,0.004,0.004
-8.1e-07,0.004,0.004
-8.079999999999999e-07,0.008,0.004
-8.06e-07,0.004,0.004
-8.039999999999999e-07,0.0,0.004
-8.02e-07,0.004,0.004
-8e-07,0.0,0.004
-7.98e-07,0.004,0.004
-7.96e-07,0.004,0.004
-7.939999999999999e-07,0.004,0.004
-7.92e-07,-0.004,0.004
-7.9e-07,0.0,0.004
-7.88e-07,-0.004,0.004
-7.86e-07,0.0,0.004
-7.84e-07,0.004,0.004
-7.82e-07,-0.004,0.004
-7.799999999999999e-07,0.0,0.004
-7.78e-07,0.0,0.004
-7.76e-07,0.004,0.004
-7.74e-07,0.0,0.004
-7.72e-07,0.004,0.004
-7.699999999999999e-07,0.004,0.004
-7.68e-07,0.0,0.004
-7.66e-07,0.004,0.004
-7.64e-07,-0.004,0.004
-7.62e-07,0.004,0.004
-7.599999999999999e-07,0.0,0.004
-7.58e-07,0.004,0.004
-7.559999999999999e-07,0.0,0.004
-7.54e-07,0.008,0.004
-7.52e-07,0.004,0.004
-7.5e-07,0.0,0.004
-7.48e-07,0.004,0.004
-7.459999999999999e-07,0.004,0.004
-7.44e-07,0.004,0.004
-7.42e-07,0.004,0.004
-7.4e-07,0.004,0.004
-7.38e-07,0.0,0.004
-7.36e-07,0.004,0.004
-7.34e-07,-0.004,0.004
-7.319999999999999e-07,0.0,0.004
-7.3e-07,0.004,0.004
-7.28e-07,0.004,0.004
-7.26e-07,0.004,0.004
-7.24e-07,0.0,0.004
-7.22e-07,0.0,0.004
-7.2e-07,0.0,0.004
-7.179999999999999e-07,0.004,0.004
-7.16e-07,0.008,0.004
-7.14e-07,0.0,0.004
-7.12e-07,-0.004,0.004
-7.1e-07,-0.004,0.004
-7.079999999999999e-07,-0.004,0.004
-7.06e-07,0.004,0.004
-7.04e-07,0.008,0.004
-7.02e-07,0.004,0.004
-7e-07,0.0,0.004
-6.979999999999999e-07,0.004,0.004
-6.96e-07,0.004,0.004
-6.939999999999999e-07,0.0,0.004
-6.92e-07,0.004,0.004
-6.9e-07,0.004,0.004
-6.88e-07,0.0,0.004
-6.86e-07,0.004,0.004
-6.839999999999999e-07,-0.004,0.004
-6.82e-07,-0.004,0.004
-6.8e-07,0.0,0.004
-6.78e-07,0.004,0.004
-6.76e-07,0.004,0.004
-6.74e-07,0.004,0.004
-6.72e-07,0.004,0.004
-6.699999999999999e-07,0.004,0.004
-6.68e-07,0.012,0.004
-6.66e-07,0.0,0.004
-6.639999999999999e-07,0.0,0.004
-6.62e-07,0.0,0.004
-6.6e-07,0.0,0.004
-6.58e-07,-0.004,0.004
-6.559999999999999e-07,0.0,0.004
-6.54e-07,0.0,0.004
-6.52e-07,0.0,0.004
-6.499999999999999e-07,0.0,0.004
-6.48e-07,0.004,0.004
-6.459999999999999e-07,0.004,0.004
-6.44e-07,0.004,0.004
-6.42e-07,0.0,0.004
-6.4e-07,0.004,0.004
-6.38e-07,0.004,0.004
-6.359999999999999e-07,0.004,0.004
-6.34e-07,0.004,0.004
-6.319999999999999e-07,0.004,0.004
-6.3e-07,0.004,0.004
-6.28e-07,0.004,0.004
-6.26e-07,0.0,0.004
-6.24e-07,0.0,0.004
-6.219999999999999e-07,0.004,0.004
-6.2e-07,0.008,0.004
-6.18e-07,0.004,0.004
-6.16e-07,0.008,0.004
-6.14e-07,0.004,0.004
-6.12e-07,0.004,0.004
-6.1e-07,0.004,0.004
-6.079999999999999e-07,0.004,0.004
-6.06e-07,-0.004,0.004
-6.04e-07,0.004,0.004
-6.019999999999999e-07,0.008,0.004
-6e-07,0.0,0.004
-5.98e-07,0.004,0.004
-5.96e-07,0.0,0.004
-5.939999999999999e-07,0.0,0.004
-5.92e-07,0.0,0.004
-5.9e-07,0.0,0.004
-5.879999999999999e-07,0.008,0.004
-5.86e-07,0.008,0.004
-5.839999999999999e-07,0.0,0.004
-5.82e-07,0.004,0.004
-5.8e-07,-0.004,0.004
-5.78e-07,0.004,0.004
-5.76e-07,0.0,0.004
-5.739999999999999e-07,0.004,0.004
-5.72e-07,0.0,0.004
-5.699999999999999e-07,0.0,0.004
-5.679999999999999e-07,0.004,0.004
-5.66e-07,0.0,0.004
-5.64e-07,0.0,0.004
-5.62e-07,-0.004,0.004
-5.599999999999999e-07,0.008,0.004
-5.58e-07,0.0,0.004
-5.56e-07,0.004,0.004
-5.539999999999999e-07,0.008,0.004
-5.52e-07,0.004,0.004
-5.5e-07,0.004,0.004
-5.48e-07,0.008,0.004
-5.459999999999999e-07,0.004,0.004
-5.44e-07,0.004,0.004
-5.42e-07,0.0,0.004
-5.399999999999999e-07,0.004,0.004
-5.38e-07,0.008,0.004
-5.36e-07,-0.004,0.004
-5.34e-07,0.004,0.004
-5.319999999999999e-07,0.004,0.004
-5.3e-07,0.0,0.004
-5.28e-07,0.004,0.004
-5.259999999999999e-07,0.0,0.004
-5.24e-07,0.0,0.004
-5.22e-07,0.004,0.004
-5.199999999999999e-07,0.004,0.004
-5.18e-07,0.004,0.004
-5.16e-07,0.004,0.004
-5.14e-07,0.004,0.004
-5.119999999999999e-07,0.008,0.004
-5.1e-07,0.004,0.004
-5.079999999999999e-07,0.004,0.004
-5.059999999999999e-07,0.0,0.004
-5.04e-07,0.004,0.004
-5.02e-07,0.004,0.004
-5e-07,0.004,0.004
-4.979999999999999e-07,0.0,0.004
-4.96e-07,0.0,0.004
-4.94e-07,0.0,0.004
-4.919999999999999e-07,0.0,0.004
-4.9e-07,0.004,0.004
-4.88e-07,0.004,0.004
-4.86e-07,0.0,0.004
-4.839999999999999e-07,0.0,0.004
-4.82e-07,0.004,0.004
-4.8e-07,0.0,0.004
-4.779999999999999e-07,0.004,0.004
-4.76e-07,0.008,0.004
-4.74e-07,0.004,0.004
-4.7199999999999994e-07,0.008,0.004
-4.6999999999999995e-07,0.004,0.004
-4.6799999999999996e-07,0.0,0.004
-4.6599999999999996e-07,0.004,0.004
-4.6399999999999997e-07,0.0,0.004
-4.62e-07,0.0,0.004
-4.5999999999999994e-07,0.0,0.004
-4.5799999999999995e-07,0.004,0.004
-4.5599999999999995e-07,0.004,0.004
-4.5399999999999996e-07,0.004,0.004
-4.5199999999999997e-07,0.004,0.004
-4.5e-07,0.004,0.004
-4.4799999999999994e-07,0.004,0.004
-4.4599999999999994e-07,0.004,0.004
-4.4399999999999995e-07,0.004,0.004
-4.4199999999999996e-07,0.004,0.004
-4.3999999999999997e-07,0.0,0.004
-4.38e-07,0.004,0.004
-4.3599999999999993e-07,0.008,0.004
-4.3399999999999994e-07,0.0,0.004
-4.3199999999999995e-07,0.004,0.004
-4.2999999999999996e-07,0.004,0.004
-4.2799999999999997e-07,0.004,0.004
-4.26e-07,0.0,0.004
-4.24e-07,0.0,0.004
-4.2199999999999994e-07,0.004,0.004
-4.1999999999999995e-07,0.0,0.004
-4.1799999999999996e-07,0.004,0.004
-4.1599999999999997e-07,0.004,0.004
-4.14e-07,0.0,0.004
-4.12e-07,0.0,0.004
-4.0999999999999994e-07,0.004,0.004
-4.0799999999999995e-07,0.0,0.004
-4.0599999999999996e-07,0.004,0.004
-4.0399999999999996e-07,0.004,0.004
-4.0199999999999997e-07,-0.004,0.004
-4e-07,0.004,0.004
-3.9799999999999994e-07,0.004,0.004
-3.9599999999999995e-07,0.0,0.004
-3.9399999999999995e-07,0.004,0.004
-3.9199999999999996e-07,0.0,0.004
-3.8999999999999997e-07,0.008,0.004
-3.88e-07,0.004,0.004
-3.8599999999999994e-07,0.0,0.004
-3.8399999999999994e-07,0.004,0.004
-3.8199999999999995e-07,-0.004,0.004
-3.7999999999999996e-07,0.004,0.004
-3.7799999999999997e-07,-0.004,0.004
-3.76e-07,0.0,0.004
-3.7399999999999993e-07,0.004,0.004
-3.7199999999999994e-07,0.004,0.004
-3.6999999999999995e-07,0.008,0.004
-3.6799999999999996e-07,0.004,0.004
-3.6599999999999997e-07,0.004,0.004
-3.64e-07,0.004,0.004
-3.6199999999999993e-07,0.0,0.004
-3.5999999999999994e-07,0.004,0.004
-3.5799999999999995e-07,0.004,0.004
-3.5599999999999996e-07,0.004,0.004
-3.5399999999999997e-07,0.0,0.004
-3.52e-07,0.0,0.004
-3.4999999999999993e-07,0.004,0.004
-3.4799999999999994e-07,0.004,0.004
-3.4599999999999995e-07,0.004,0.004
-3.4399999999999996e-07,0.004,0.004
-3.4199999999999997e-07,0.0,0.004
-3.399999999999999e-07,0.004,0.004
-3.38e-07,0.0,0.004
-3.3599999999999994e-07,0.008,0.004
-3.34e-07,0.004,0.004
-3.3199999999999996e-07,0.0,0.004
-3.299999999999999e-07,0.004,0.004
-3.2799999999999997e-07,0.0,0.004
-3.2599999999999993e-07,0.0,0.004
-3.24e-07,0.004,0.004
-3.2199999999999995e-07,0.004,0.004
-3.199999999999999e-07,0.004,0.004
-3.1799999999999996e-07,0.008,0.004
-3.159999999999999e-07,0.004,0.004
-3.14e-07,0.004,0.004
-3.1199999999999994e-07,0.0,0.004
-3.1e-07,0.0,0.004
-3.0799999999999995e-07,0.008,0.004
-3.059999999999999e-07,0.004,0.004
-3.0399999999999997e-07,0.004,0.004
-3.019999999999999e-07,0.004,0.004
-3e-07,0.004,0.004
-2.9799999999999994e-07,0.0,0.004
-2.96e-07,0.0,0.004
-2.9399999999999996e-07,0.0,0.004
-2.919999999999999e-07,0.004,0.004
-2.9e-07,0.004,0.004
-2.8799999999999993e-07,0.004,0.004
-2.86e-07,0.004,0.004
-2.8399999999999995e-07,0.004,0.004
-2.819999999999999e-07,0.004,0.004
-2.7999999999999997e-07,0.004,0.004
-2.779999999999999e-07,0.0,0.004
-2.76e-07,0.0,0.004
-2.7399999999999994e-07,0.004,0.004
-2.72e-07,0.004,0.004
-2.6999999999999996e-07,0.0,0.004
-2.679999999999999e-07,0.0,0.004
-2.6599999999999997e-07,0.0,0.004
-2.6399999999999993e-07,0.004,0.004
-2.62e-07,0.004,0.004
-2.5999999999999995e-07,0.004,0.004
-2.579999999999999e-07,0.0,0.004
-2.5599999999999996e-07,0.004,0.004
-2.539999999999999e-07,0.004,0.004
-2.52e-07,0.004,0.004
-2.4999999999999994e-07,0.008,0.004
-2.48e-07,0.004,0.004
-2.4599999999999995e-07,0.0,0.004
-2.439999999999999e-07,0.0,0.004
-2.4199999999999997e-07,0.0,0.004
-2.399999999999999e-07,0.004,0.004
-2.38e-07,0.008,0.004
-2.3599999999999994e-07,0.008,0.004
-2.339999999999999e-07,0.004,0.004
-2.3199999999999996e-07,0.004,0.004
-2.2999999999999992e-07,0.0,0.004
-2.2799999999999998e-07,0.008,0.004
-2.2599999999999993e-07,0.004,0.004
-2.24e-07,0.004,0.004
-2.2199999999999995e-07,0.004,0.004
-2.199999999999999e-07,0.0,0.004
-2.1799999999999997e-07,0.004,0.004
-2.1599999999999992e-07,0.004,0.004
-2.1399999999999998e-07,0.008,0.004
-2.1199999999999994e-07,0.0,0.004
-2.099999999999999e-07,-0.004,0.004
-2.0799999999999996e-07,0.004,0.004
-2.059999999999999e-07,0.004,0.004
-2.0399999999999997e-07,0.004,0.004
-2.0199999999999993e-07,0.004,0.004
-2e-07,0.004,0.004
-1.9799999999999995e-07,0.0,0.004
-1.959999999999999e-07,0.0,0.004
-1.9399999999999996e-07,0.0,0.004
-1.9199999999999992e-07,0.004,0.004
-1.8999999999999998e-07,0.012,0.004
-1.8799999999999994e-07,0.004,0.004
-1.859999999999999e-07,0.008,0.004
-1.8399999999999995e-07,0.0,0.004
-1.819999999999999e-07,0.004,0.004
-1.7999999999999997e-07,-0.004,0.004
-1.7799999999999993e-07,0.004,0.004
-1.76e-07,0.0,0.004
-1.7399999999999994e-07,0.0,0.004
-1.719999999999999e-07,0.004,0.004
-1.6999999999999996e-07,0.004,0.004
-1.6799999999999992e-07,0.004,0.004
-1.6599999999999998e-07,0.004,0.004
-1.6399999999999993e-07,0.0,0.004
-1.62e-07,0.004,0.004
-1.5999999999999995e-07,0.008,0.004
-1.579999999999999e-07,0.004,0.004
-1.5599999999999997e-07,0.0,0.004
-1.5399999999999992e-07,0.004,0.004
-1.5199999999999998e-07,0.004,0.004
-1.4999999999999994e-07,0.0,0.004
-1.479999999999999e-07,0.004,0.004
-1.4599999999999996e-07,0.0,0.004
-1.439999999999999e-07,0.0,0.004
-1.4199999999999997e-07,0.0,0.004
-1.3999999999999993e-07,0.0,0.004
-1.38e-07,0.004,0.004
-1.3599999999999995e-07,0.004,0.004
-1.339999999999999e-07,0.004,0.004
-1.3199999999999996e-07,0.008,0.004
-1.2999999999999992e-07,0.0,0.004
-1.2799999999999998e-07,0.004,0.004
-1.2599999999999994e-07,0.004,0.004
-1.239999999999999e-07,0.0,0.004
-1.2199999999999995e-07,0.004,0.004
-1.199999999999999e-07,0.004,0.004
-1.1799999999999997e-07,0.004,0.004
-1.1599999999999993e-07,0.0,0.004
-1.1399999999999999e-07,0.0,0.004
-1.1199999999999994e-07,0.004,0.004
-1.099999999999999e-07,0.008,0.004
-1.0799999999999996e-07,0.008,0.004
-1.0599999999999992e-07,0.0,0.004
-1.0399999999999998e-07,0.004,0.004
-1.0199999999999993e-07,0.004,0.004
-9.999999999999989e-08,0.004,0.004
-9.799999999999995e-08,0.0,0.004
-9.599999999999991e-08,0.004,0.004
-9.399999999999997e-08,0.004,0.004
-9.199999999999992e-08,0.004,0.004
-8.999999999999999e-08,0.004,0.004
-8.799999999999994e-08,0.0,0.004
-8.59999999999999e-08,0.004,0.004
-8.399999999999996e-08,0.008,0.004
-8.199999999999991e-08,0.008,0.004
-7.999999999999998e-08,0.012,0.004
