Tiempo,VoltajeCH1,ResolucionVCH1
-1.173e-05,0.004,0.004
-1.172e-05,0.004,0.004
-1.171e-05,0.0,0.004
-1.17e-05,0.008,0.004
-1.169e-05,0.0,0.004
-1.168e-05,0.0,0.004
-1.167e-05,0.004,0.004
-1.166e-05,0.0,0.004
-1.165e-05,0.0,0.004
-1.1639999999999999e-05,-0.004,0.004
-1.1629999999999999e-05,0.004,0.004
-1.1619999999999999e-05,0.004,0.004
-1.1609999999999999e-05,0.0,0.004
-1.1599999999999999e-05,0.004,0.004
-1.1589999999999999e-05,0.0,0.004
-1.158e-05,0.004,0.004
-1.157e-05,0.004,0.004
-1.156e-05,0.0,0.004
-1.155e-05,-0.004,0.004
-1.154e-05,0.0,0.004
-1.153e-05,0.0,0.004
-1.152e-05,0.004,0.004
-1.151e-05,0.004,0.004
-1.15e-05,0.0,0.004
-1.149e-05,0.004,0.004
-1.148e-05,0.0,0.004
-1.147e-05,0.004,0.004
-1.1459999999999999e-05,0.004,0.004
-1.1449999999999999e-05,0.004,0.004
-1.1439999999999999e-05,0.0,0.004
-1.1429999999999999e-05,0.0,0.004
-1.1419999999999999e-05,0.0,0.004
-1.141e-05,0.004,0.004
-1.14e-05,0.004,0.004
-1.139e-05,0.008,0.004
-1.138e-05,-0.004,0.004
-1.137e-05,0.0,0.004
-1.136e-05,0.0,0.004
-1.135e-05,0.004,0.004
-1.134e-05,0.004,0.004
-1.133e-05,0.0,0.004
-1.132e-05,0.004,0.004
-1.131e-05,0.004,0.004
-1.13e-05,0.004,0.004
-1.1289999999999999e-05,0.004,0.004
-1.1279999999999999e-05,0.004,0.004
-1.1269999999999999e-05,0.0,0.004
-1.1259999999999999e-05,-0.004,0.004
-1.1249999999999999e-05,0.0,0.004
-1.1239999999999999e-05,0.004,0.004
-1.123e-05,0.004,0.004
-1.122e-05,0.004,0.004
-1.121e-05,0.004,0.004
-1.12e-05,0.004,0.004
-1.119e-05,0.0,0.004
-1.118e-05,0.0,0.004
-1.117e-05,-0.004,0.004
-1.116e-05,0.004,0.004
-1.115e-05,0.0,0.004
-1.114e-05,0.004,0.004
-1.113e-05,0.004,0.004
-1.112e-05,0.0,0.004
-1.111e-05,0.0,0.004
-1.1099999999999999e-05,0.0,0.004
-1.1089999999999999e-05,0.004,0.004
-1.1079999999999999e-05,0.004,0.004
-1.1069999999999999e-05,0.004,0.004
-1.1059999999999999e-05,0.0,0.004
-1.105e-05,0.004,0.004
-1.104e-05,0.004,0.004
-1.103e-05,0.0,0.004
-1.102e-05,0.0,0.004
-1.101e-05,0.004,0.004
-1.1e-05,0.008,0.004
-1.099e-05,0.004,0.004
-1.098e-05,0.0,0.004
-1.097e-05,0.004,0.004
-1.096e-05,0.004,0.004
-1.095e-05,0.004,0.004
-1.094e-05,0.0,0.004
-1.0929999999999999e-05,0.004,0.004
-1.0919999999999999e-05,0.0,0.004
-1.0909999999999999e-05,0.004,0.004
-1.0899999999999999e-05,0.0,0.004
-1.0889999999999999e-05,0.008,0.004
-1.088e-05,-0.004,0.004
-1.087e-05,0.008,0.004
-1.086e-05,0.004,0.004
-1.085e-05,0.0,0.004
-1.084e-05,0.0,0.004
-1.083e-05,0.0,0.004
-1.082e-05,0.004,0.004
-1.081e-05,-0.004,0.004
-1.08e-05,-0.004,0.004
-1.079e-05,0.004,0.004
-1.078e-05,0.004,0.004
-1.077e-05,0.0,0.004
-1.0759999999999999e-05,0.004,0.004
-1.075e-05,0.004,0.004
-1.0739999999999999e-05,0.0,0.004
-1.0729999999999999e-05,0.0,0.004
-1.0719999999999999e-05,0.004,0.004
-1.0709999999999999e-05,0.008,0.004
-1.07e-05,0.0,0.004
-1.069e-05,0.004,0.004
-1.068e-05,0.0,0.004
-1.067e-05,-0.004,0.004
-1.066e-05,0.0,0.004
-1.065e-05,0.0,0.004
-1.064e-05,0.004,0.004
-1.063e-05,0.0,0.004
-1.062e-05,0.004,0.004
-1.061e-05,0.004,0.004
-1.06e-05,0.004,0.004
-1.0589999999999999e-05,0.0,0.004
-1.058e-05,0.0,0.004
-1.0569999999999999e-05,0.004,0.004
-1.0559999999999999e-05,0.0,0.004
-1.0549999999999999e-05,0.0,0.004
-1.0539999999999999e-05,0.0,0.004
-1.0529999999999999e-05,0.004,0.004
-1.052e-05,0.0,0.004
-1.051e-05,0.004,0.004
-1.05e-05,0.004,0.004
-1.049e-05,0.004,0.004
-1.048e-05,0.0,0.004
-1.047e-05,0.004,0.004
-1.046e-05,0.004,0.004
-1.045e-05,0.004,0.004
-1.044e-05,-0.004,0.004
-1.043e-05,-0.004,0.004
-1.042e-05,0.0,0.004
-1.041e-05,0.004,0.004
-1.0399999999999999e-05,0.0,0.004
-1.0389999999999999e-05,0.0,0.004
-1.0379999999999999e-05,0.004,0.004
-1.0369999999999999e-05,0.0,0.004
-1.0359999999999999e-05,0.004,0.004
-1.035e-05,0.004,0.004
-1.034e-05,0.004,0.004
-1.033e-05,0.008,0.004
-1.032e-05,0.0,0.004
