Tiempo,VoltajeCH1,ResolucionVCH1
-1.12e-06,0.004,0.004
-1.116e-06,0.0,0.004
-1.1120000000000001e-06,0.0,0.004
-1.108e-06,0.0,0.004
-1.1040000000000001e-06,0.0,0.004
-1.1e-06,0.0,0.004
-1.0960000000000002e-06,0.004,0.004
-1.092e-06,0.0,0.004
-1.088e-06,-0.004,0.004
-1.0840000000000001e-06,-0.004,0.004
-1.08e-06,0.004,0.004
-1.0760000000000002e-06,0.004,0.004
-1.072e-06,0.0,0.004
-1.068e-06,-0.004,0.004
-1.064e-06,0.0,0.004
-1.06e-06,0.0,0.004
-1.0560000000000001e-06,0.0,0.004
-1.052e-06,0.004,0.004
-1.048e-06,0.004,0.004
-1.044e-06,0.004,0.004
-1.04e-06,0.0,0.004
-1.0360000000000001e-06,0.0,0.004
-1.032e-06,0.0,0.004
-1.0280000000000002e-06,0.008,0.004
-1.024e-06,0.0,0.004
-1.02e-06,0.0,0.004
-1.016e-06,-0.004,0.004
-1.012e-06,0.004,0.004
-1.0080000000000001e-06,0.004,0.004
-1.004e-06,0.0,0.004
-1.0000000000000002e-06,0.004,0.004
-9.96e-07,0.0,0.004
-9.92e-07,0.0,0.004
-9.880000000000001e-07,-0.004,0.004
-9.84e-07,0.0,0.004
-9.800000000000001e-07,0.004,0.004
-9.76e-07,0.004,0.004
-9.720000000000002e-07,0.004,0.004
-9.68e-07,0.004,0.004
-9.64e-07,0.0,0.004
-9.600000000000001e-07,0.0,0.004
-9.56e-07,0.0,0.004
-9.520000000000001e-07,0.004,0.004
-9.480000000000001e-07,0.004,0.004
-9.440000000000001e-07,0.0,0.004
-9.400000000000001e-07,0.0,0.004
-9.36e-07,-0.004,0.004
-9.32e-07,0.004,0.004
-9.28e-07,0.0,0.004
-9.240000000000001e-07,0.0,0.004
-9.200000000000001e-07,-0.004,0.004
-9.160000000000001e-07,0.004,0.004
-9.120000000000001e-07,0.004,0.004
-9.08e-07,0.0,0.004
-9.04e-07,0.0,0.004
-9.000000000000001e-07,0.0,0.004
-8.960000000000001e-07,0.0,0.004
-8.920000000000001e-07,-0.004,0.004
-8.88e-07,-0.004,0.004
-8.84e-07,-0.004,0.004
-8.8e-07,0.0,0.004
-8.760000000000001e-07,0.004,0.004
-8.720000000000001e-07,0.0,0.004
-8.68e-07,-0.004,0.004
-8.640000000000001e-07,0.004,0.004
-8.6e-07,-0.004,0.004
-8.56e-07,0.0,0.004
-8.520000000000001e-07,0.0,0.004
-8.480000000000001e-07,0.0,0.004
-8.440000000000001e-07,0.0,0.004
-8.4e-07,0.0,0.004
-8.360000000000001e-07,-0.004,0.004
-8.32e-07,0.0,0.004
-8.280000000000001e-07,0.0,0.004
-8.240000000000001e-07,0.0,0.004
-8.2e-07,0.0,0.004
-8.160000000000001e-07,0.0,0.004
-8.12e-07,0.004,0.004
-8.08e-07,0.0,0.004
-8.04e-07,0.004,0.004
-8.000000000000001e-07,0.0,0.004
-7.960000000000001e-07,0.0,0.004
-7.92e-07,0.004,0.004
-7.880000000000001e-07,0.0,0.004
-7.84e-07,0.0,0.004
-7.8e-07,0.004,0.004
-7.760000000000001e-07,0.0,0.004
-7.72e-07,0.0,0.004
-7.680000000000001e-07,-0.004,0.004
-7.64e-07,0.0,0.004
-7.6e-07,0.0,0.004
-7.56e-07,0.004,0.004
-7.520000000000001e-07,0.0,0.004
-7.480000000000001e-07,0.0,0.004
-7.44e-07,0.004,0.004
-7.400000000000001e-07,0.004,0.004
-7.36e-07,0.004,0.004
-7.32e-07,0.0,0.004
-7.280000000000001e-07,-0.004,0.004
-7.240000000000001e-07,0.0,0.004
-7.200000000000001e-07,0.004,0.004
-7.16e-07,0.0,0.004
-7.120000000000001e-07,-0.004,0.004
-7.08e-07,0.004,0.004
-7.040000000000001e-07,0.012,0.004
-7.000000000000001e-07,0.004,0.004
-6.96e-07,-0.004,0.004
-6.920000000000001e-07,0.004,0.004
-6.88e-07,-0.004,0.004
-6.84e-07,0.0,0.004
-6.800000000000001e-07,0.004,0.004
-6.760000000000001e-07,0.004,0.004
-6.720000000000001e-07,0.004,0.004
-6.68e-07,0.0,0.004
-6.640000000000001e-07,0.004,0.004
-6.6e-07,0.0,0.004
-6.56e-07,0.0,0.004
-6.520000000000001e-07,0.004,0.004
-6.48e-07,0.0,0.004
-6.440000000000001e-07,0.0,0.004
-6.4e-07,0.0,0.004
-6.36e-07,-0.004,0.004
-6.32e-07,0.004,0.004
-6.280000000000001e-07,0.004,0.004
-6.240000000000001e-07,0.0,0.004
-6.2e-07,0.0,0.004
-6.16e-07,0.004,0.004
-6.12e-07,0.004,0.004
-6.08e-07,0.0,0.004
-6.040000000000001e-07,0.0,0.004
-6.000000000000001e-07,0.004,0.004
-5.960000000000001e-07,0.004,0.004
-5.92e-07,0.0,0.004
-5.88e-07,0.0,0.004
-5.84e-07,0.004,0.004
-5.800000000000001e-07,0.004,0.004
-5.760000000000001e-07,0.004,0.004
-5.720000000000001e-07,-0.004,0.004
-5.68e-07,0.0,0.004
-5.64e-07,0.004,0.004
-5.6e-07,0.0,0.004
-5.560000000000001e-07,0.0,0.004
-5.520000000000001e-07,0.0,0.004
-5.480000000000001e-07,0.004,0.004
-5.44e-07,0.0,0.004
-5.4e-07,-0.004,0.004
-5.36e-07,0.004,0.004
-5.32e-07,0.0,0.004
-5.280000000000001e-07,0.0,0.004
-5.240000000000001e-07,0.0,0.004
-5.2e-07,0.0,0.004
-5.16e-07,0.004,0.004
-5.12e-07,0.0,0.004
-5.08e-07,0.004,0.004
-5.040000000000001e-07,0.0,0.004
-5.000000000000001e-07,0.0,0.004
-4.96e-07,0.0,0.004
-4.92e-07,0.0,0.004
-4.88e-07,0.0,0.004
-4.84e-07,0.004,0.004
-4.800000000000001e-07,0.0,0.004
