Tiempo,VoltajeCH1,ResolucionVCH1
-4.904e-05,0.0,0.002
-4.9e-05,0.0,0.002
-4.896e-05,-0.004,0.002
-4.892e-05,0.0,0.002
-4.888e-05,0.0,0.002
-4.884e-05,0.0,0.002
-4.88e-05,0.0,0.002
-4.876e-05,-0.002,0.002
-4.872e-05,0.0,0.002
-4.8679999999999995e-05,-0.004,0.002
-4.8639999999999995e-05,-0.002,0.002
-4.8599999999999995e-05,0.0,0.002
-4.8559999999999996e-05,0.002,0.002
-4.8519999999999996e-05,0.0,0.002
-4.848e-05,0.002,0.002
-4.844e-05,0.002,0.002
-4.84e-05,0.0,0.002
-4.836e-05,0.0,0.002
-4.832e-05,0.0,0.002
-4.828e-05,0.0,0.002
-4.824e-05,-0.002,0.002
-4.82e-05,-0.002,0.002
-4.816e-05,0.002,0.002
-4.812e-05,-0.002,0.002
-4.808e-05,0.002,0.002
-4.804e-05,0.0,0.002
-4.8e-05,0.0,0.002
-4.7959999999999995e-05,0.002,0.002
-4.7919999999999995e-05,-0.002,0.002
-4.7879999999999996e-05,0.0,0.002
-4.7839999999999996e-05,0.0,0.002
-4.7799999999999996e-05,0.0,0.002
-4.776e-05,0.0,0.002
-4.772e-05,0.004,0.002
-4.768e-05,0.0,0.002
-4.764e-05,-0.002,0.002
-4.76e-05,-0.002,0.002
-4.756e-05,0.0,0.002
-4.752e-05,0.0,0.002
-4.748e-05,0.0,0.002
-4.744e-05,0.002,0.002
-4.74e-05,0.0,0.002
-4.736e-05,0.0,0.002
-4.732e-05,-0.004,0.002
-4.7279999999999995e-05,-0.002,0.002
-4.7239999999999995e-05,0.0,0.002
-4.7199999999999995e-05,-0.004,0.002
-4.7159999999999996e-05,0.0,0.002
-4.7119999999999996e-05,-0.002,0.002
-4.7079999999999996e-05,0.0,0.002
-4.704e-05,-0.002,0.002
-4.7e-05,-0.002,0.002
-4.696e-05,0.0,0.002
-4.692e-05,0.0,0.002
-4.688e-05,0.0,0.002
-4.684e-05,-0.002,0.002
-4.68e-05,0.0,0.002
-4.676e-05,0.0,0.002
-4.672e-05,0.0,0.002
-4.668e-05,0.0,0.002
-4.664e-05,0.0,0.002
-4.66e-05,-0.002,0.002
-4.656e-05,0.0,0.002
-4.6519999999999995e-05,-0.002,0.002
-4.6479999999999995e-05,0.002,0.002
-4.6439999999999996e-05,0.0,0.002
-4.6399999999999996e-05,0.0,0.002
-4.6359999999999997e-05,0.002,0.002
-4.632e-05,0.0,0.002
-4.628e-05,0.0,0.002
-4.624e-05,0.0,0.002
-4.62e-05,0.0,0.002
-4.616e-05,0.004,0.002
-4.612e-05,-0.002,0.002
-4.608e-05,0.0,0.002
