Tiempo,VoltajeCH1,ResolucionVCH1
-4.9e-07,0.004,0.004
-4.89e-07,-0.004,0.004
-4.879999999999999e-07,0.0,0.004
-4.87e-07,0.0,0.004
-4.86e-07,0.004,0.004
-4.85e-07,0.0,0.004
-4.839999999999999e-07,0.0,0.004
-4.83e-07,0.004,0.004
-4.82e-07,0.004,0.004
-4.809999999999999e-07,0.004,0.004
-4.8e-07,0.008,0.004
-4.79e-07,0.0,0.004
-4.779999999999999e-07,0.004,0.004
-4.769999999999999e-07,0.004,0.004
-4.76e-07,0.004,0.004
-4.7499999999999995e-07,0.004,0.004
-4.74e-07,0.0,0.004
-4.7299999999999996e-07,0.004,0.004
-4.72e-07,0.004,0.004
-4.7099999999999997e-07,0.0,0.004
-4.6999999999999995e-07,0.0,0.004
-4.69e-07,0.004,0.004
-4.6799999999999996e-07,0.004,0.004
-4.67e-07,0.0,0.004
-4.6599999999999996e-07,0.0,0.004
-4.6499999999999994e-07,0.0,0.004
-4.6399999999999997e-07,0.0,0.004
-4.6299999999999995e-07,0.004,0.004
-4.62e-07,0.004,0.004
-4.6099999999999996e-07,0.0,0.004
-4.5999999999999994e-07,0.0,0.004
-4.5899999999999997e-07,0.004,0.004
-4.5799999999999995e-07,0.004,0.004
-4.57e-07,0.0,0.004
-4.5599999999999995e-07,0.0,0.004
-4.55e-07,0.004,0.004
-4.5399999999999996e-07,0.0,0.004
-4.5299999999999994e-07,0.004,0.004
-4.5199999999999997e-07,0.004,0.004
-4.5099999999999995e-07,0.0,0.004
-4.5e-07,0.004,0.004
-4.4899999999999996e-07,0.004,0.004
-4.48e-07,0.0,0.004
-4.4699999999999997e-07,0.0,0.004
-4.4599999999999994e-07,0.0,0.004
-4.45e-07,0.0,0.004
-4.4399999999999995e-07,0.004,0.004
-4.43e-07,0.004,0.004
-4.4199999999999996e-07,0.004,0.004
-4.41e-07,0.0,0.004
-4.3999999999999997e-07,-0.004,0.004
-4.3899999999999995e-07,0.0,0.004
-4.38e-07,-0.004,0.004
-4.3699999999999996e-07,0.0,0.004
-4.36e-07,0.0,0.004
-4.3499999999999996e-07,0.004,0.004
-4.3399999999999994e-07,0.0,0.004
-4.3299999999999997e-07,0.0,0.004
-4.3199999999999995e-07,0.008,0.004
-4.31e-07,0.0,0.004
-4.2999999999999996e-07,0.0,0.004
-4.2899999999999994e-07,0.004,0.004
-4.2799999999999997e-07,0.004,0.004
-4.2699999999999995e-07,0.0,0.004
-4.26e-07,0.0,0.004
-4.2499999999999995e-07,0.004,0.004
-4.24e-07,0.0,0.004
-4.2299999999999996e-07,0.004,0.004
-4.2199999999999994e-07,0.008,0.004
-4.2099999999999997e-07,0.004,0.004
-4.1999999999999995e-07,-0.004,0.004
-4.19e-07,0.0,0.004
-4.1799999999999996e-07,0.0,0.004
-4.17e-07,0.0,0.004
-4.1599999999999997e-07,0.004,0.004
-4.1499999999999994e-07,0.0,0.004
-4.14e-07,0.0,0.004
-4.1299999999999995e-07,0.004,0.004
-4.1199999999999993e-07,-0.004,0.004
-4.1099999999999996e-07,0.004,0.004
-4.1e-07,0.0,0.004
-4.0899999999999997e-07,0.004,0.004
-4.0799999999999995e-07,0.004,0.004
-4.07e-07,0.004,0.004
-4.0599999999999996e-07,0.0,0.004
-4.0499999999999993e-07,0.004,0.004
-4.0399999999999996e-07,0.004,0.004
-4.0299999999999994e-07,0.0,0.004
-4.0199999999999997e-07,0.004,0.004
-4.0099999999999995e-07,0.0,0.004
-4e-07,0.004,0.004
-3.9899999999999996e-07,0.004,0.004
-3.9799999999999994e-07,0.004,0.004
-3.9699999999999997e-07,-0.004,0.004
-3.9599999999999995e-07,0.004,0.004
-3.95e-07,0.0,0.004
-3.9399999999999995e-07,0.0,0.004
-3.93e-07,0.0,0.004
-3.9199999999999996e-07,0.004,0.004
-3.9099999999999994e-07,0.008,0.004
-3.8999999999999997e-07,0.0,0.004
-3.8899999999999995e-07,-0.004,0.004
-3.88e-07,0.0,0.004
-3.8699999999999996e-07,0.0,0.004
