Tiempo,VoltajeCH1,ResolucionVCH1
-3.16e-06,0.004,0.004
-3.156e-06,0.0,0.004
-3.1519999999999996e-06,-0.004,0.004
-3.1479999999999998e-06,0.0,0.004
-3.144e-06,0.004,0.004
-3.14e-06,0.004,0.004
-3.1359999999999997e-06,0.0,0.004
-3.132e-06,0.004,0.004
-3.128e-06,0.0,0.004
-3.1239999999999997e-06,0.004,0.004
-3.1199999999999998e-06,0.0,0.004
-3.116e-06,0.004,0.004
-3.112e-06,0.008,0.004
-3.1079999999999997e-06,0.004,0.004
-3.104e-06,0.0,0.004
-3.1e-06,0.0,0.004
-3.0959999999999997e-06,0.0,0.004
-3.0919999999999998e-06,0.004,0.004
-3.088e-06,0.0,0.004
-3.0839999999999996e-06,0.0,0.004
-3.0799999999999997e-06,0.0,0.004
-3.076e-06,0.0,0.004
-3.072e-06,0.0,0.004
-3.0679999999999997e-06,0.0,0.004
-3.064e-06,0.0,0.004
-3.06e-06,0.0,0.004
-3.0559999999999996e-06,0.0,0.004
-3.0519999999999997e-06,0.0,0.004
-3.048e-06,0.0,0.004
-3.044e-06,0.0,0.004
-3.0399999999999997e-06,0.004,0.004
-3.036e-06,0.0,0.004
-3.032e-06,-0.004,0.004
-3.0279999999999996e-06,0.008,0.004
-3.0239999999999998e-06,0.004,0.004
-3.02e-06,0.0,0.004
-3.0159999999999996e-06,0.004,0.004
-3.0119999999999997e-06,0.004,0.004
-3.008e-06,0.004,0.004
-3.004e-06,0.0,0.004
-2.9999999999999997e-06,-0.004,0.004
-2.9959999999999998e-06,0.0,0.004
-2.992e-06,0.0,0.004
-2.988e-06,0.004,0.004
-2.9839999999999997e-06,0.004,0.004
-2.98e-06,0.0,0.004
-2.976e-06,0.0,0.004
-2.9719999999999997e-06,-0.004,0.004
-2.968e-06,0.004,0.004
-2.964e-06,0.0,0.004
-2.9599999999999996e-06,0.0,0.004
-2.9559999999999997e-06,0.0,0.004
-2.952e-06,0.008,0.004
-2.948e-06,0.004,0.004
-2.9439999999999997e-06,0.004,0.004
-2.94e-06,0.0,0.004
-2.936e-06,0.004,0.004
-2.9319999999999996e-06,0.004,0.004
-2.9279999999999997e-06,0.0,0.004
-2.924e-06,0.0,0.004
-2.92e-06,0.008,0.004
-2.9159999999999997e-06,0.004,0.004
-2.912e-06,0.0,0.004
-2.908e-06,-0.004,0.004
-2.9039999999999996e-06,0.0,0.004
-2.8999999999999998e-06,0.0,0.004
-2.896e-06,0.0,0.004
-2.8919999999999996e-06,0.0,0.004
-2.8879999999999997e-06,0.0,0.004
-2.884e-06,0.0,0.004
-2.88e-06,0.004,0.004
-2.8759999999999997e-06,0.0,0.004
-2.8719999999999998e-06,0.0,0.004
-2.868e-06,0.004,0.004
-2.864e-06,0.004,0.004
-2.8599999999999997e-06,0.004,0.004
-2.856e-06,0.0,0.004
-2.852e-06,0.0,0.004
-2.8479999999999997e-06,0.0,0.004
-2.844e-06,0.0,0.004
-2.84e-06,0.0,0.004
-2.8359999999999996e-06,0.0,0.004
-2.8319999999999997e-06,0.004,0.004
-2.828e-06,0.0,0.004
-2.8239999999999996e-06,0.004,0.004
-2.8199999999999997e-06,0.008,0.004
-2.816e-06,0.0,0.004
-2.812e-06,0.004,0.004
-2.8079999999999996e-06,0.0,0.004
-2.8039999999999998e-06,-0.004,0.004
-2.8e-06,0.0,0.004
-2.796e-06,0.0,0.004
-2.7919999999999997e-06,0.0,0.004
-2.788e-06,0.004,0.004
-2.784e-06,0.004,0.004
-2.7799999999999996e-06,0.004,0.004
-2.7759999999999998e-06,0.0,0.004
-2.772e-06,0.0,0.004
-2.7679999999999996e-06,0.0,0.004
-2.7639999999999997e-06,0.0,0.004
-2.76e-06,0.0,0.004
-2.756e-06,0.0,0.004
-2.7519999999999997e-06,0.004,0.004
-2.7479999999999998e-06,0.0,0.004
-2.744e-06,-0.004,0.004
-2.74e-06,0.0,0.004
-2.7359999999999997e-06,0.0,0.004
-2.732e-06,0.004,0.004
-2.728e-06,0.004,0.004
-2.7239999999999997e-06,0.0,0.004
-2.72e-06,0.004,0.004
-2.716e-06,0.004,0.004
-2.7119999999999996e-06,0.004,0.004
-2.7079999999999997e-06,0.0,0.004
-2.704e-06,0.0,0.004
